date,price,market_caps,total_volumes
1/6/2016,539.1679999999999,8416291167.199999,864207752.9
2/6/2016,538.832,8413013019.599999,655601895.7428466
3/6/2016,570.4449999999999,8908568259.374998,947549857.3776044
4/6/2016,573.5259999999998,8958404429.249998,1014758653.6732843
5/6/2016,574.4756747207706,8975651027.512924,980649173.4
6/6/2016,585.563,9151383511,850291006.7026013
7/6/2016,577.9106942699359,9033842181.758211,995595869.9524367
8/6/2016,583.1389999999999,9117713569.924997,625927307.6959897
9/6/2016,577.607,9033585758,570784842.2229652
10/6/2016,579.2276478801407,9060944979.936224,574507838.2591244
11/6/2016,597.746562,9352955399.176626,567638086.2563363
12/6/2016,671.7122784950529,10512767357.042526,2134843166.853439
13/6/2016,704.2918521711082,11025583301.960873,1929369214.3262644
14/6/2016,685.9321316,10740428205.860779,1295617503.876316
15/6/2016,693.2269999999999,10857217289.949999,1111645975.7525933
16/6/2016,765.4629999999999,11991494582.524998,2295279422.8526845
17/6/2016,749.4189999999999,11742908607.649998,2089119189.0622394
18/6/2016,756.7996012580627,11861509350.417933,1639977543.4823854
19/6/2016,764.0459999999999,11978503075,1440147059.442583
20/6/2016,734.1617358035669,11512940800.437586,1274257070.726084
21/6/2016,664.9965293554344,10430819686.117899,2616450204.6981983
22/6/2016,591.895,9286122275.999998,2116429838.3177702
23/6/2016,623.2062563646158,9779539537,2950728708.757519
24/6/2016,661.4166051593036,10381264326.27785,2819565196.653483
25/6/2016,666.0566978558096,10456807082.239622,2165368588.879378
26/6/2016,629.3059999999999,9882102247,1973414929.567675
27/6/2016,648.2999999999998,10182702232.499996,1893446210.5502865
28/6/2016,646.8429999999997,10162291635.799995,1557753994.6406407
29/6/2016,637.437,10016780633.550001,1478192305.741556
30/6/2016,671.6159999999998,10556309174.399996,1557452114.6606188
1/7/2016,677.7099999999999,10654888849,1520646626.315115
2/7/2016,693.0470000000001,10897332418.600002,1369565986.2165418
3/7/2016,664.7451003433932,10456041581.34137,1980745475.1931427
4/7/2016,678.7005716794641,10678148801.861637,1647219062.906496
5/7/2016,667.5305180233454,10504760879.50388,1363651288.9860191
6/7/2016,675.9190000000001,10639167835.700003,1193299157.941928
7/7/2016,638.6200000000001,10054273625.000002,2122556832.5577588
8/7/2016,665.7445063,10483645176.39353,1407424927.2334237
9/7/2016,653.8705124993986,10298813661.942278,1734638027.0220506
10/7/2016,650.3210000000003,10244077501.140005,1043956725.0369835
11/7/2016,649.07,10225531860.960001,969355597.1380028
12/7/2016,670.9480000000001,10571303712,1085661832.4024758
13/7/2016,658.1500000000001,10370703851.400002,930971250.7396076
14/7/2016,659.5760000000002,10394281928.736004,907126119.1357731
15/7/2016,665.6869915031888,10491679653.244476,915530669.9477481
16/7/2016,663.5010000000002,10458476976.564003,583921219.9714433
17/7/2016,678.3905582459545,10694420116.412525,878701509.4
18/7/2016,674.7874378266207,10638777020.11729,951136967.9705702
19/7/2016,674.5573889807015,10636194258.165003,721148317.6858412
20/7/2016,670.8934740599931,10579131342.279295,718486386.0759034
21/7/2016,665.3643845142738,10493517598.78291,651736587.5105526
22/7/2016,651.0899999999999,10269410782,744993482.3653657
23/7/2016,655.4230000000001,10338768243.216002,749951409.4708184
24/7/2016,660.8489235,10425364936.563225,628152931.6204653
25/7/2016,654.5186383481073,10326505495.914951,571897923.6678181
26/7/2016,651.3099999999998,10276898043.719997,704328935.7242514
27/7/2016,655.6182633,10345876482.259167,701731382.8989863
28/7/2016,655.8904301748952,10351218168.470943,590272472.7794734
29/7/2016,657.3423791946653,10375300169.233873,498459288.32484585
30/7/2016,654.5489803055398,10332176091.135323,381261251.17962205
31/7/2016,623.7457712533022,9847086965.691307,1034681070.1406333
1/8/2016,605.7469999999995,9564059424,1099193368.899972
2/8/2016,517.1349294487607,8165924598.986262,1868906086.666429
3/8/2016,567.3810616156014,8960483430.825201,2497221230.7124486
4/8/2016,576.6037067248545,9107192616,1656264327
5/8/2016,576.0338000000002,9099338658.916801,730357921.4557643
6/8/2016,587.6349999999999,9283768001.279999,781499291.6
7/8/2016,592.6675,9364319559,1119146426.823175
8/8/2016,590.7125,9334500359.099998,732938493.4891537
9/8/2016,585.3024999999998,9249860835.689997,764158462.4766014
10/8/2016,592.2668433,9361030948.519566,787203551.0783362
11/8/2016,587.6138000000002,9288488901.621603,332761748.8841695
12/8/2016,586.5299999999999,9272434001.039999,332148000.2223092
13/8/2016,584.4688683346069,9241013898.483736,528917329.60978127
14/8/2016,570.7366999999999,9024984099.855598,800709328.0207629
15/8/2016,567.7342836594349,8978508769.857576,689576137.4962289
16/8/2016,578.2231511023564,9145336947.424574,665471810.6820532
17/8/2016,571.461915,9039235990.703674,509828615.05795246
18/8/2016,572.2684198487193,9053050627,448162729.6782696
19/8/2016,573.4919906794345,9073411771.816164,404401760.5949999
20/8/2016,581.9462730812136,9208301151.705597,449090940.5932441
21/8/2016,580.5870271371734,9187908144.199305,397848571.05515844
22/8/2016,585.2175000000001,9262302917,391991120.28923106
23/8/2016,582.0038,9212472965.774399,602216568.6591012
24/8/2016,577.8880531621712,9148400141.820934,366732500.4450583
25/8/2016,576.1163000000001,9121223051.838001,401309290.9927601
26/8/2016,578.1037999999998,9153633133.989597,338221514.6073892
27/8/2016,568.5750000000002,9003730818.600002,445311513.3907298
28/8/2016,573.5288,9083223370,339737295.89427423
29/8/2016,572.5102283617088,9068122329.394085,381390186.59404904
30/8/2016,576.08,9125715540.480001,414583282.42362505
31/8/2016,571.7582826763035,9058256694.850403,335483654.44544333
1/9/2016,571.59,9056523460,356532608.2572752
2/9/2016,573.9624999999999,9095188851.299997,378500484.5206362
3/9/2016,596.1950000000002,9448393429.680002,561496914.7850986
4/9/2016,608.6887999999999,9647700436.713598,884434073.8694361
5/9/2016,606.6438,9616262727,618185193.0094764
6/9/2016,610.6837999999999,9681336387.393599,560341026.7130767
7/9/2016,614.3264885962195,9740198080.118103,597124132.7229276
8/9/2016,625.4675000000001,9917920559.610003,1600702238.5928948
9/9/2016,621.9124999999999,9862631720.699999,850137524.7711473
10/9/2016,623.0588000000001,9881939361.403202,586796232.5467077
11/9/2016,605.3154151790802,9601743135.428337,1228662231.0267904
12/9/2016,605.8312052420321,9611117069,973866198.6910902
13/9/2016,606.6450000000001,9625199431,699782155.2934498
14/9/2016,608.4250000000002,9654573079.500004,619105285.9754454
15/9/2016,605.5838000000001,9610607638.994402,549080254.7260385
16/9/2016,606.5533658936915,9627042762.308758,546585886.1273316
17/9/2016,605.3438,9609021664.307999,531090439.78524125
18/9/2016,608.7950000000002,9664864143.000004,1306045902.1413145
19/9/2016,608.6176342973245,9663034352.091307,1272958790.4060755
20/9/2016,607.7688125632665,9650615110.177094,953214316.4475458
21/9/2016,595.8402492264345,9462412679.832169,1589139471.1342793
22/9/2016,594.9587999999999,9449414102,994983745.4822936
23/9/2016,601.8925,9560527881.960001,1471656057.198137
24/9/2016,601.2725000000003,9551877467.340004,1136053862.1848307
25/9/2016,599.3112999999997,9522044919.525595,1074112052.8808076
26/9/2016,606.0970645363005,9630957511.517817,1917754354.0926065
27/9/2016,604.2074999999999,9602128427.579998,1448434854.0194743
28/9/2016,603.5549999999997,9592874199.359997,1023325384.7386414
29/9/2016,604.6375,9611116960.350002,1291135796.181455
30/9/2016,608.2575,9669703048.380001,1177411408.0724049
1/10/2016,614.0598845176643,9763087934.558167,1673872374.0277987
2/10/2016,610.3588000000001,9705298188.753601,1018352266.6575919
3/10/2016,611.9609026561799,9731860020.793758,767820466.9691538
4/10/2016,609.2425,9689785072,817050996.2892424
5/10/2016,611.6363,9729061309,915039145.8889357
6/10/2016,610.9800000000001,9719787549.600002,714618920.4242615
7/10/2016,616.2188000000002,9804216114.139202,1104537956.2128787
8/10/2016,616.5338,9810492981,793016113.7517544
9/10/2016,614.6238000000001,9781273121.407202,901840112.4
10/10/2016,614.3138,9777010536,1274169412.982478
11/10/2016,640.7,10198278180,2996984110.275397
12/10/2016,635.6163,10118464866,2475619341.3676276
13/10/2016,634.6223388041233,10103624253.93074,2099764690.7683637
14/10/2016,638.1799999999996,10161283203.119995,1671558094.2516508
15/10/2016,637.2088,10146912931,1644480561.890038
16/10/2016,640.1862999999997,10195309967.356796,1454057375.2025247
17/10/2016,637.4825000000001,10153229676.240002,1187159912.919513
18/10/2016,635.465,10122263522.220001,2024277148.457759
19/10/2016,628.4375,10011295943,1955775379.9281862
20/10/2016,628.5425,10013934082,1803186001.035134
21/10/2016,629.7187999999995,10033936840.324793,1283400177.493909
22/10/2016,652.0875,10391486423.849998,3522949282.8122096
23/10/2016,649.6263000000002,10353442542.796803,3643525162.781228
24/10/2016,648.7663,10340849545,3212766801
25/10/2016,652.6338,10403520542,2499429907.052547
26/10/2016,673.4175000000001,10735427840.760002,4850797702.725285
27/10/2016,683.3724999999998,10896021892.289997,5041475157.287174
28/10/2016,687.5587999999999,10963463344.929598,5069538565.893592
29/10/2016,715.4103243232163,11409389607.07833,6838400543.297884
30/10/2016,697.2773624560577,11121149986.537748,5824289996.154985
31/10/2016,698.5762999999998,11143032475.877998,6861251336.346381
1/11/2016,729.2049999999999,11633474056.199999,5882440878.971315
2/11/2016,734.1638,11713747882,4549460043.379515
3/11/2016,686.0612999999995,10947521327.777992,10469111039.375326
4/11/2016,702.11,11204614010,5929334121
5/11/2016,704.0224999999997,11236368065.399996,2146200087.784668
6/11/2016,712.1263000000001,11367022667.714403,2676516223.714126
7/11/2016,706.0925,11271922275.869999,3299753094.2893806
8/11/2016,708.9399999999999,11318680821.599998,3071821253.356335
9/11/2016,721.1774999999999,11515479618.419998,4364284007.6703005
10/11/2016,713.2141433353438,11389753141.977827,3237455965.9222164
11/11/2016,715.6425000000002,11429941440.150002,3576474207.6949515
12/11/2016,703.76,11241603256,6291883753.808641
13/11/2016,702.3463169808624,11220193117.664371,3720281492.5782685
14/11/2016,705.55,11279469101.249998,5335752435.403928
15/11/2016,712.1588998,11386521351.124006,7530105088.629448
16/11/2016,740.8993548679168,11847684538.725115,9936150861.137636
17/11/2016,738.4799999999999,11810455253.999998,5475859342.7567425
18/11/2016,748.4263,11970910273,3987706065
19/11/2016,750.4100480749124,12003962099.202116,3235133019.0516033
20/11/2016,728.3713,11652611522,5039283039.972013
21/11/2016,736.5049999999998,11783996774.934998,3192815797.461711
22/11/2016,748.1225,11971109864,3267220913.651425
23/11/2016,741.1662465178737,11861151745.206772,3775381682.6307497
24/11/2016,736.7486937230678,11791975961.232533,3798900330.481789
25/11/2016,738.2039432073005,11816670435.200802,2481664641.7581058
26/11/2016,732.7338000000001,11730463632.615002,2391921659.307202
27/11/2016,727.7574999999999,11652161720.374998,2688074106.338304
28/11/2016,731.8424613583487,11719038707.963842,2451726073.738056
29/11/2016,731.81,11719891046,1904325475.8200662
30/11/2016,742.3587999999997,11890119632.989996,4489070914.743196
1/12/2016,753.0550000000001,12062849170.250002,5522487160.404118
2/12/2016,771.1713,12354385552,4613958357.972869
3/12/2016,764.8338233239153,12254501749.676565,2869024714.2296567
4/12/2016,766.3687999999997,12280532758.265596,3517012112
5/12/2016,752.2399999999997,12055567493.999994,3552862904.938212
6/12/2016,758.6924999999999,12160418226.562498,3256985152.1415324
7/12/2016,763.9149999999998,12245767526.624998,2603948961.3748693
8/12/2016,768.6749999999998,12323570551.874998,2683311953.2487645
9/12/2016,769.8412999999998,12343519928.004997,3111825855.1299825
10/12/2016,773.1262933845235,12397466677.567526,6551233315.762556
11/12/2016,768.2324999999998,12320826024.727497,5508375144.4026575
12/12/2016,778.4323012225746,12485927227.144997,6313690793.836448
13/12/2016,778.2150000000004,12484153823.955006,2821130580.1213617
14/12/2016,775.8913000000002,12444714533.525003,1558761070.8253195
15/12/2016,775.5724999999998,12444351602.187496,1345904094.1102343
16/12/2016,781.3375000000001,12538210372.300001,1764681181.2608929
17/12/2016,788.8774999999998,12660596387.812498,1759607152.1914372
18/12/2016,788.4413000000003,12654965391.075603,1469513205.1864016
19/12/2016,790.1162999999996,12683371140.053095,1102832366.9469736
20/12/2016,799.7212999999999,12838925681,1894271979.553395
21/12/2016,826.6207679031857,13272429704.645525,6050784065.735313
22/12/2016,859.3662999999999,13799864747,7952522425.204329
23/12/2016,917.0988,14728698438,5647399305.622811
24/12/2016,891.6813,14322006704,4642138992.135109
25/12/2016,894.3371331688621,14366519915.082954,4022250326.3525143
26/12/2016,902.6063,14501002034,4809313197.626971
27/12/2016,929.1150000000001,14928671401.875002,4597863955.069579
28/12/2016,977.1399999999999,15702309526.679998,4906008701.836555
29/12/2016,971.7212999999998,15617018872.949997,3796961161.0862846
30/12/2016,960.9250000000001,15445427987.500002,4380999912.176424
31/12/2016,966.5689708732557,15537921940.53077,3381572989.475814
1/1/2017,998.05,16045986193,3470830329.607551
2/1/2017,1019.1988000000001,16387926824.930002,4444828109.160988
3/1/2017,1035.5313,16652715382.972502,4399421326.952804
4/1/2017,1130.8495163207272,18187664239.845806,8705359110.270647
5/1/2017,990.6674999999997,15934886737.499996,12102750396.564293
6/1/2017,894.0325,14382278477,10713248031.59434
7/1/2017,900.0787999999999,14481153594.445597,7496626398.452948
8/1/2017,908.0850000000004,14611836820.125006,4735054808.286752
9/1/2017,901.8788880390637,14513519375.287489,4072687734.819042
10/1/2017,905.7594626984339,14577733897.52693,3216810928.8509765
11/1/2017,784.2775000000003,12624083564.875004,5258603516.371743
12/1/2017,799.4275,12869633173.255001,3344901198
13/1/2017,824.4988000000003,13274790985.975603,1860269657.1335685
14/1/2017,817.8250000000003,13169067953.750004,1204479772.0607476
15/1/2017,821.9124999999998,13236623006.074997,923896735.4232056
16/1/2017,828.3099999999998,13341392032.219997,831361487.5460993
17/1/2017,904.1525000000003,14564800038.017504,1316827456.7886617
18/1/2017,873.9349999999996,14079682756.124992,1147970282.1944575
19/1/2017,896.89,14451431614,875858520.4030075
20/1/2017,891.4588,14366002978,613796288.0985693
21/1/2017,919.6775000000004,14822821174.630005,683491208.3440663
22/1/2017,918.7788120146554,14810403902.437784,830201798.1765068
23/1/2017,918.9075000000001,14814052397.812502,467022882.86124325
24/1/2017,885.7887999999999,14281760609.625599,378666162.59162563
25/1/2017,893.4737999999999,14407365094.065598,381951425.9179588
26/1/2017,915.3599999999999,14762033603.999998,58349366.78102703
27/1/2017,918.2875,14811184893,49029317.21219829
28/1/2017,920.245,14844529150,21882209.48833088
29/1/2017,914.1424999999998,14747986190.022495,20288320.821250055
30/1/2017,920.9911458822621,14860100039.695711,30166025.396133278
31/1/2017,968.2662999999999,15624634422,101775253.2428098
1/2/2017,986.5728903454353,15922459702.093218,92784081.55
2/2/2017,1008.4033182231417,16276789219.937464,93269627.17186482
3/2/2017,1015.4425000000001,16392262891.437502,138411478.18957058
4/2/2017,1033.63,16687723783,99014097.13559519
5/2/2017,1016.9261585954309,16420090077.568644,75284571.16114573
6/2/2017,1024.5110886063283,16544150319.051847,73413586.50003262
7/2/2017,1051.5000000000005,16981015237.500008,89525304.92230712
8/2/2017,1055.3013,17045265644,164316931.3624948
9/2/2017,981.7049999999999,15858560741,333977588.2356619
10/2/2017,992.1113,16028562068.135601,155061226.92505568
11/2/2017,1010.9462999999998,16334579162.865597,61189139.07653336
12/2/2017,1000.5237691031117,16167938833.727505,36448049.44931276
13/2/2017,996.1039358698114,16098583564.75675,75754126.52273774
14/2/2017,1010.1021618594351,16326912555.985212,79285701.69931836
15/2/2017,1008.8812999999999,16308969767.019999,38397960.040879354
16/2/2017,1034.9038000000003,16731535006.800604,66797083.39238934
17/2/2017,1056.5580910529798,17083619843.997013,93994063.10950576
18/2/2017,1058.5809306486606,17118312229.51949,55001149.210340396
19/2/2017,1053.5024999999998,17037979881.749996,37478366.695671685
20/2/2017,1082.0168234958396,17500458951.95995,55971656.67700667
21/2/2017,1125.4088148356532,18202277765.49074,157173668.2490902
22/2/2017,1123.3049999999998,18168250822,99272532.79966931
23/2/2017,1185.6547846887681,19176691563.44728,132273779.09306018
24/2/2017,1180.8709999999999,19108706913.124996,303444815.37207663
25/2/2017,1149.4036781698383,18601876715.06894,118187068.14571138
26/2/2017,1180.6730000000002,19110682514.326004,89353606.54
27/2/2017,1193.1295150369579,19314424735.21033,87503104.90059088
28/2/2017,1190.3309999999997,19271383899.146996,139855221.83568653
1/3/2017,1227.4771489660905,19875003126.771698,105587214.84284867
2/3/2017,1262.0810000000001,20437807786.697002,174318244.9248126
3/3/2017,1289.5406116191473,20884867165.511112,152484577.44121936
4/3/2017,1268.8145320151446,20551257963.730083,121628867.96214925
5/3/2017,1276.2330000000002,20673857896.125004,62090177.87740499
6/3/2017,1280.9859999999996,20753062038.099995,65232264.87056507
7/3/2017,1233.0565084079958,19978921138.285755,213974224.53913003
8/3/2017,1149.6310000000003,18629281761.825005,248575333.3901731
9/3/2017,1191.2367224851023,19305673114.12323,149501332.4258168
10/3/2017,1100.0105899712148,17829356645.959938,417086882.86842495
11/3/2017,1181.2041227520244,19147525541,169071412.54824838
12/3/2017,1230.56,19950023304,104613431.4350169
13/3/2017,1243.2649223901926,20158188044.32141,131403644.08735795
14/3/2017,1246.5567394807624,20214039431.746094,86807305.13232267
15/3/2017,1258.4569999999999,20409261728.958996,72763975.29
16/3/2017,1217.3145410078776,19743578282.65421,137592935.4142275
17/3/2017,1074.0938695062455,17423426593.321995,283988947.7236811
18/3/2017,961.9620000000001,15606390507.000002,342885274.9538922
19/3/2017,1023.4901008756748,16606689806.263306,177388243.2413791
20/3/2017,1036.3320123738727,16816818647.793924,101975751.4316815
21/3/2017,1112.701532272989,18058074337.21503,150015664.59348586
22/3/2017,1039.8401726478428,16877645842.247137,188848065.44100598
23/3/2017,1029.1394137431018,16705852353.567331,82048831.98
24/3/2017,940.0206265591036,15261293153.465893,161801850.34465718
25/3/2017,965.2650626610691,15672767506.162113,190451071.3339399
26/3/2017,954.4766599717783,15499531724.033215,130490540.3796116
27/3/2017,1042.6050726198062,16932388062.889202,138288339.0282277
28/3/2017,1044.7219999999998,16968792612.799994,127643560.28946394
29/3/2017,1038.617197616254,16871375654.368252,121169066.49229117
30/3/2017,1031.4929056461594,16757840043.708635,102438849.9
31/3/2017,1078.274711090609,17519577833.28675,133287124.42714268
1/4/2017,1085.2529999999997,17634831646.535995,87750426.90171514
2/4/2017,1098.0679999999998,,80231506.35067685
3/4/2017,1139.3082754455547,18517903140.18806,131765236.03753588
4/4/2017,1140.4975903801683,18539058629.558556,108222974.26702544
5/4/2017,1132.339904992776,18408732920.443806,87439620.02168314
6/4/2017,1194.2109999999996,19416796070.09999,128309277.22353126
7/4/2017,1189.775123703212,19347052264,90840184.05054909
8/4/2017,1182.271,19227110120,43899666.20643768
9/4/2017,1187.6989999999998,19316186631.362995,41151425.52338414
10/4/2017,1210.515,19691023825,76050218.05983433
11/4/2017,1226.618,19955556307,78899688.76011947
12/4/2017,1218.299,19822303422,83573376.82029216
13/4/2017,1174.209,19106860359,131395672.09469403
14/4/2017,1183.687,19263144685,92892227.90249667
15/4/2017,1180.323,19210567707,53325277.000297464
16/4/2017,1186.31,19310204918,36294382.376176596
17/4/2017,1205.143,19618884440,83379623.41478413
18/4/2017,1217.58,19823480859,85025813.90001634
19/4/2017,1225.721,19958292471,71343829.93791687
20/4/2017,1253.904,20419371473,112476255.64770472
21/4/2017,1254.9875,20439557227,91517340.71934254
22/4/2017,1249.67,20355249795,84061246.82405868
23/4/2017,1247.8388,20327793188,84420564.20787704
24/4/2017,1249.9563,20364256791,70514448.3
25/4/2017,1263.045,20579834197,93017240.89550121
26/4/2017,1287.32,20977699423,121914930.77675967
27/4/2017,1331.3125,21697132034,134993633.3799261
28/4/2017,1321.205,21534600390,161417797.38181546
29/4/2017,1327.6863,21643161383,86320647.34
30/4/2017,1349.8863,22007601315,86247238.96408871
1/5/2017,1408.445,22964730936,217759983.7243955
2/5/2017,1442.245,23518941608,189160669.69719717
3/5/2017,1485.8175,24231937589,206154588.92349654
4/5/2017,1499.36,24455911024,335017412.62340426
5/5/2017,1506.0438,24567395211,324314592.9971558
6/5/2017,1547.815,25252078564,135507234.10379437
7/5/2017,1557.8838,25419561547,149859388.43444195
8/5/2017,1633.38,26655087386,276144904.85303676
9/5/2017,1700.1775,27748404857,383922543.2526552
10/5/2017,1747.3175,28521047691,288565639.4229343
11/5/2017,1808.7788,29527250348,313353159.7330766
12/5/2017,1700.7725,27767470034,248020430.1818661
13/5/2017,1751.73,28602793980,246696636.62711567
14/5/2017,1767.7088,28867391788,124978733.01274386
15/5/2017,1696.13,27702000822,231039670.3102772
16/5/2017,1716.315,28034610161,218205145.65872082
17/5/2017,1804.4513,29477763647,271656160.3631455
18/5/2017,1889.4088,30868475119,230137778.81666598
19/5/2017,1972.9013,32237082949,279848678.0797178
20/5/2017,2043.42,33393518555,274198303.3238714
21/5/2017,2053.8788,33568054937,264478153.79685724
22/5/2017,2109.3963,34479453631,580030832.7898638
23/5/2017,2292.7025,37479380943,389402023.7389176
24/5/2017,2448.1313,40025140034,555024432.8249408
25/5/2017,2366.9725,38704024228,889791512.2689184
26/5/2017,2262.36,36997900173,716011543.9589934
27/5/2017,2082.845,34066387967,683119789.1268574
28/5/2017,2219.4875,36305932628,401864331.3271442
29/5/2017,2286.2663,37402630788,312368211.91593516
30/5/2017,2167.6438,35466825282,335746190.66623986
31/5/2017,2329.0775,38113024210,416350458.7178713
1/6/2017,2436.0363,39868442922,438586633.5187092
2/6/2017,2514.2275,41152717324,292795886.85332465
3/6/2017,2562.54,41949676689,304803966.17644024
4/6/2017,2556.405,41854068528,254469613.91820475
5/6/2017,2721.5525,44563721217,334411829.5166427
6/6/2017,2903.4438,47547556371,1211604496.354524
7/6/2017,2716.0588,44484425844,717931660.7865304
8/6/2017,2824.2038,46261410001,580940070.4176636
9/6/2017,2817.0638,46149913864,393210044.6730309
10/6/2017,2937.4538,48127389932,354694237.39057237
11/6/2017,3013.7138,49382412955,350197483.3404642
12/6/2017,2701.255,44267424095,792436484.8
13/6/2017,2736.1888,44844697933,410084483.7
14/6/2017,2503.401273,41033780985.98741,565476421.7798644
15/6/2017,2444.493712,40072859209.16968,845674827.7127961
16/6/2017,2513.810348,41213920650,404682134.6180688
17/6/2017,2683.571344,44001982614,386716359.4470909
18/6/2017,2577.219361,42262755911.74297,320439362.70244586
19/6/2017,2620.136451,42971547871.184555,307738404.7993459
20/6/2017,2777.792656,45561980141.81072,461719561.5390207
21/6/2017,2717.003108,44569583131.63903,447106675.7720245
22/6/2017,2724.912213,44703988751.351746,273815444.4663382
23/6/2017,2737.746231,44920255723.30297,187781433.42478496
24/6/2017,2618.416736,42966679003.94212,314564252.5547436
25/6/2017,2606.863235,42781394178.82268,320081172
26/6/2017,2488.194163,40837922140.409676,540038332.4734977
27/6/2017,2531.348999,41550828140.55376,518735269.2034187
28/6/2017,2575.43777,42279511902.81053,351206317.75963986
29/6/2017,2561.681435,42057301540.09505,239853090.84820977
30/6/2017,2490.753488,40897674121.940735,210111037.78145665
1/7/2017,2439.82056,40066457532.22669,207555417.49021047
2/7/2017,2518.545694,41365191378.720184,226784228.5962842
3/7/2017,2576.714657,42326047726,304599469.9256256
4/7/2017,2610.997575,42894251457.13055,274900590.57347757
5/7/2017,2607.219302,42836970322.05267,238310795.50144583
6/7/2017,2612.670428,42931269844.38585,175365965.04167378
7/7/2017,2509.21821,41236052946.94405,260711000.65693903
8/7/2017,2563.195514,42128232902.263275,178182801.69270346
9/7/2017,2519.217392,41409824820.38926,117876420.56676134
10/7/2017,2363.515682,38856285254.84228,387541497.1273901
11/7/2017,2353.910661,38703498121.36672,420715282.36799073
12/7/2017,2387.328912,39258160520.55891,314834432.76192206
13/7/2017,2364.321266,38884514157.240425,233041527.6837674
14/7/2017,2228.728791,36658380771.82992,320113442.0299653
15/7/2017,2033.291088,33447052810.303905,463942211.44058734
16/7/2017,1927.099066,31704152052.833904,480771847.6159585
17/7/2017,2181.286081,35890008657.39433,495170862.90144104
18/7/2017,2303.889355,37911881677.64932,729320057.5415988
19/7/2017,2274.621365,37434637985.045944,577643323.8
20/7/2017,2766.825119,45540558047.53742,1277986817.595834
21/7/2017,2658.074912,43755767266.33141,856653849.5198456
22/7/2017,2802.347887,46136314314.91937,631346052.4370111
23/7/2017,2731.604007,44977531724,532874222.83885914
24/7/2017,2751.34707,45308735082.91261,356970178.1391705
25/7/2017,2563.747895,42223997194.01208,793382308.0821117
26/7/2017,2507.389685,41300436593.94769,583046427.0953552
27/7/2017,2649.441201,43645402712.15232,438390969.56700265
28/7/2017,2798.829313,46111586171.418274,1248796319.028303
29/7/2017,2720.102263,44819837646.14303,862355190.6244134
30/7/2017,2740.323592,45158066501.84347,373175816.24998474
31/7/2017,2871.368015,47322548226.26965,438125892.5058857
1/8/2017,2737.763792,45126045890.85253,745400937.0961412
2/8/2017,2697.850902,44473195322.900276,412594211.0343428
3/8/2017,2777.367994,45788833023.80792,339104668.1906748
4/8/2017,2845.897162,46925073392.63279,368080367.5107562
5/8/2017,3237.070695,53382167034.14344,1066264901.9573861
6/8/2017,3189.732453,52607099482.05991,489419318.3026005
7/8/2017,3356.709738,55367416610.36144,695546889.0949574
8/8/2017,3410.45008,56260701200.034225,803019985.1887337
9/8/2017,3330.897825,54954274834.24823,638922625.0771153
10/8/2017,3367.905387,55570438886.95547,424604065.32912636
11/8/2017,3562.587663,58788973716.33661,641330314.4333423
12/8/2017,3800.140625,62715286393.358154,988460078.2087516
13/8/2017,4023.254522,66405071142.320496,1549520790.332874
14/8/2017,4175.695291,68927834713.06955,1089626076.898878
15/8/2017,4149.308759,68500212180.10542,1908427436.1044514
16/8/2017,4262.558791,70376601817.48047,1755705435.2806149
17/8/2017,4286.917435,70778773053.66321,1774245121.0315044
18/8/2017,4097.685802,67671539511.38793,1515069151.8626456
19/8/2017,4115.211988,67968693045.18288,1710080500.0248759
20/8/2017,4001.228632,66092742688.79337,551798951.9672189
21/8/2017,3935.229933,65008176478.93846,712634899.3959899
22/8/2017,4008.416685,66221496790.766624,1402352816.7446954
23/8/2017,4069.080239,67231683430.31014,801748251.0347502
24/8/2017,4167.289177,68859869629,686855777.3
25/8/2017,4199.892032,69403950803.04054,689332055.0584042
26/8/2017,4123.513371,68147140643.37593,401970264.1835565
27/8/2017,4116.468739,68038485482.57394,348607397.3713809
28/8/2017,4216.242773,69694649043.72203,652038444.4811547
29/8/2017,4394.063436,72641940496,864725915.1
30/8/2017,4553.806527,75292523274.51767,674336659.4873832
31/8/2017,4702.938163,77767841900.02457,675647444.6830037
1/9/2017,4863.193049,80428274476,909131411.6
2/9/2017,4556.597777,75367266379.22632,1475097323.458513
3/9/2017,4632.462331,76631058145.99944,1007165501.0854648
4/9/2017,4317.185188,71425022760.39119,1554585273.636073
5/9/2017,4447.875592,73598219046.08562,1626968192.530412
6/9/2017,4592.250278,75996461011.38934,1060025861.6307496
7/9/2017,4584.820275,75883474995.22142,669892692.7226958
8/9/2017,4285.207939,70933796921.03749,1477975497.7897267
9/9/2017,4245.607341,70287354161.79593,787822375.6637348
10/9/2017,4132.664642,68424784707.49242,997139675.4
11/9/2017,4164.976212,68968724069.36708,771493043.3837389
12/9/2017,4130.956285,68415142331.638626,1062536773.8295213
13/9/2017,3883.652001,64328714659.05176,1545425745.1412098
14/9/2017,3100.668155,51366093442.36449,1950938472.0145135
15/9/2017,3587.943122,59446207725.41725,3308099534.339308
16/9/2017,3606.275197,59757602841.68003,1399781741.4877734
17/9/2017,3553.432316,58889832717.23171,846880197.8947364
18/9/2017,4012.285825,66500676482.32742,1282809663.1080554
19/9/2017,3898.934732,64629619385.94208,942656241.4373351
20/9/2017,3858.020951,63957210363.29384,676074373.1781092
21/9/2017,3628.058588,60152757874.00039,913652257.3
22/9/2017,3622.183039,60061814860.04741,767837732.7568976
